offset,original_text,original_length,padding_available,real_max_length,encoding,category,translation,notes
0x01F947B7,Battle! Sinnoh Legendary,24,1,25,pokemon,dialogue,,
0x01F947D0,Battle! Arceus,14,1,15,pokemon,dialogue,,
0x01F947DF,Battle! Unova Legendary,23,1,24,pokemon,dialogue,,
0x01F94808,Zekrom,6,1,7,pokemon,other,,
0x01F9480F,Battle! Kyurem,14,1,15,pokemon,dialogue,,
0x01F9481E,Battle! Kalos Legendary,23,1,24,pokemon,dialogue,,
0x01F94836,Battle! Hoopa,13,1,14,pokemon,dialogue,,
0x01F94855,Lunala,6,1,7,pokemon,other,,
0x01F9485C,Battle! Guardian Deity,22,1,23,pokemon,dialogue,,
0x01F94873,Battle! Ultra Beast,19,1,20,pokemon,dialogue,,
0x01F94887,Battle! Ultra Necrozma,22,1,23,pokemon,dialogue,,
0x01F948B9,Battle! Wild Boss,17,1,18,pokemon,dialogue,,
0x01F948CB,Battle! Raid Boss,17,1,18,pokemon,dialogue,,
0x01F948DD,Randomize Each Battle,21,1,22,pokemon,location,,
0x01F94901,Default,7,2,9,pokemon,other,,
0x01F94923,Pathway,7,1,8,pokemon,other,,
0x01F9492B,Tall Grass,10,1,11,pokemon,location,,
0x01F94936,Forest,6,1,7,pokemon,other,,
0x01F9493D,Beach,5,1,6,pokemon,other,,
0x01F94943,Underwater,10,1,11,pokemon,other,,
0x01F94957,Mountain,8,1,9,pokemon,other,,
0x01F94979,Volcano,7,1,8,pokemon,other,,
0x01F94981,Crystal Cave,12,1,13,pokemon,location,,
0x01F9498E,Snow,4,1,5,pokemon,other,,
0x01F949B1,Elias,5,1,6,pokemon,other,,
0x01F949C6,Champion,8,1,9,pokemon,other,,
0x01F949CF,Nightmare,9,1,10,pokemon,other,,
0x01F949D9,Frontier Card,13,1,14,pokemon,location,,
0x01F949EC,Frontier Brain,14,2,16,pokemon,location,,
0x01F949FB," Which topic would you like to
learn about?",43,1,44,pokemon,dialogue,,
0x01F94B60,original forms.,15,1,16,pokemon,other,,
0x01F94D21,also species specific.,22,1,23,pokemon,other,,
0x01F94FAD,to use.,7,1,8,pokemon,other,,
0x01F950F9," symbol indicates the move
has the Same-Type-Attack-Bonus.",58,1,59,pokemon,description,,
0x01F95134,Mega Evolution,14,1,15,pokemon,location,,
0x01F9514B,Dynamax,7,1,8,pokemon,other,,
0x01F95153,Effectiveness,13,2,15,pokemon,other,,
0x01F95164,"A place where people from all over
come to show off their strength.
The vendors found here change
routinely throughout the day.",127,1,128,pokemon,description,,
0x01F953E9,"Apparently, Cube Corp. has similar
facilities for battling.",59,1,60,pokemon,description,,
0x01F95616,to pick a full team of 6.,25,1,26,pokemon,other,,
0x01F963F3,"s
lucky number?",15,1,16,pokemon,dialogue,,
0x01F96403,"Oh. I see.
Please do visit us again.",36,1,37,pokemon,dialogue,,
0x01F96428,"First, would you kindly choose a
number between 0 and 9999?",59,1,60,pokemon,dialogue,,
0x01F96469, your chosen number?,20,1,21,pokemon,dialogue,,
0x01F964A5,"Please enter a valid number
between 0 and 9999.",47,1,48,pokemon,description,,
0x01F965FC,Take these BP as your reward!,29,1,30,pokemon,dialogue,,
0x01F9666C,"Please take this BP as a
consolation prize.",43,1,44,pokemon,description,,
0x01F96698,"Stop by tomorrow for another chance
to score big!",49,1,50,pokemon,dialogue,,
0x01F967B4,benefit greatly from zis!,25,1,26,pokemon,dialogue,,
0x01F9688D,You find zis acceptable?,24,1,25,pokemon,dialogue,,
0x01F96932,You find zis acceptable?,24,1,25,pokemon,dialogue,,
0x01F969C3,"mon, instead?",13,1,14,pokemon,dialogue,,
0x01F96A3C,"mon, instead?",13,1,14,pokemon,dialogue,,
0x01F96A60,"mon should I
train?",19,1,20,pokemon,dialogue,,
0x01F96D03,take zem.,9,1,10,pokemon,other,,
0x01F96D23,Bottle Cap,10,1,11,pokemon,location,,
0x01F96D2E,Gold Bottle Cap,15,1,16,pokemon,location,,
0x01F96D3E,Nope,4,1,5,pokemon,other,,
0x01F96E1F, BP!,4,1,5,pokemon,dialogue,,
0x01F96E34,mon should I buff!?,19,1,20,pokemon,dialogue,,
0x01F96E58,mon should I weaken!?,21,1,22,pokemon,dialogue,,
0x01F96EB3,mon!,4,1,5,pokemon,dialogue,,
0x01F96EF9,mon!,4,1,5,pokemon,dialogue,,
0x01F96F26,mon!,4,1,5,pokemon,dialogue,,
0x01F96F43,"s stats should
I pump up!?",26,1,27,pokemon,dialogue,,
0x01F96F76,"s stats should
I completely purge!?",35,1,36,pokemon,dialogue,,
0x01F96FD5,Choose another stat!,20,1,21,pokemon,dialogue,,
0x01F97025,Choose another stat!,20,1,21,pokemon,dialogue,,
0x01F9707B,Should I do it!?,16,1,17,pokemon,dialogue,,
0x01F970C6,Should I do it!?,16,1,17,pokemon,dialogue,,
0x01F97123,re welcome!,11,1,12,pokemon,dialogue,,
0x01F97173,re welcome!,11,1,12,pokemon,dialogue,,
0x01F971AF,Come again!,11,1,12,pokemon,dialogue,,
0x01F971F6,Sure thing!,11,1,12,pokemon,dialogue,,
0x01F97209,No huah for you!,16,1,17,pokemon,dialogue,,
0x01F97238,No Thanks,9,1,10,pokemon,location,,
0x01F9724C, IVs,4,1,5,pokemon,other,,
0x01F973C4,"Let me guess, you want me to teach
a move, right?",49,1,50,pokemon,dialogue,,
0x01F97433,"Let me guess, you want me to teach
a move, right?",49,1,50,pokemon,dialogue,,
0x01F97490,"t look like you have
enough BP.",31,1,32,pokemon,dialogue,,
0x01F9751B, BP.,4,1,5,pokemon,other,,
0x01F9754D,m your girl!,12,1,13,pokemon,dialogue,,
0x01F9781E,View Hidden Power,17,1,18,pokemon,location,,
0x01F97837,Fighting,8,1,9,pokemon,other,,
0x01F97847,Poison,6,1,7,pokemon,other,,
0x01F9784E,Ground,6,1,7,pokemon,other,,
0x01F97855,Rock,4,1,5,pokemon,other,,
0x01F97864,Steel,5,1,6,pokemon,other,,
0x01F9786F,Water,5,1,6,pokemon,other,,
0x01F97875,Grass,5,1,6,pokemon,other,,
0x01F97890,Dragon,6,1,7,pokemon,other,,
0x01F9789C,Fairy,5,1,6,pokemon,other,,
0x01F979F8, BP.,4,1,5,pokemon,other,,
0x01F97A19," would you
like to change?",26,1,27,pokemon,dialogue,,
0x01F97B95,"Fortunately, it seems to remember
nothing about the procedure.",62,1,63,pokemon,description,,
0x01F97C05,mon to undergo the procedure!,29,1,30,pokemon,dialogue,,
0x01F97D03,mon?,4,1,5,pokemon,dialogue,,
0x01F97D28,-Defense,8,1,9,pokemon,other,,
0x01F97D4A,-Speed,6,1,7,pokemon,other,,
0x01F97D6C,-Sp. Atk,8,1,9,pokemon,other,,
0x01F97D90,-Sp. Def,8,1,9,pokemon,other,,
0x01F97DBA,Docile,6,1,7,pokemon,other,,
0x01F97E6A,Serious,7,1,8,pokemon,other,,
0x01F97F1A,Bashful,7,1,8,pokemon,other,,
0x01F97FCF,Quirky,6,1,7,pokemon,other,,
0x01F981A3,"!
Useless to most, priceless to me!",35,1,36,pokemon,dialogue,,
0x01F981DC,mon!,4,1,5,pokemon,dialogue,,
0x01F98206, in!?,5,1,6,pokemon,dialogue,,
0x01F9825C,s got a fancier Ball now!,25,1,26,pokemon,dialogue,,
0x01F98276,"What!
No, no!",13,1,14,pokemon,dialogue,,
0x01F98294, is already in that ball!,25,1,26,pokemon,dialogue,,
0x01F982EB,mon!,4,1,5,pokemon,dialogue,,
0x01F9832D,"Go buy some in the Battle Frontier
or something!",48,1,49,pokemon,dialogue,,
0x01F98375,Great Ball,10,1,11,pokemon,location,,
0x01F9839F,Dive Ball,9,1,10,pokemon,location,,
0x01F983A9,Nest Ball,9,1,10,pokemon,location,,
0x01F983B3,Repeat Ball,11,1,12,pokemon,location,,
0x01F983BF,Timer Ball,10,1,11,pokemon,location,,
0x01F983CA,Luxury Ball,11,1,12,pokemon,location,,
0x01F983D6,Premier Ball,12,1,13,pokemon,location,,
0x01F983ED,Heal Ball,9,1,10,pokemon,location,,
0x01F983F7,Quick Ball,10,1,11,pokemon,location,,
0x01F98402,Cherish Ball,12,1,13,pokemon,location,,
0x01F98423,Level Ball,10,1,11,pokemon,location,,
0x01F9842E,Lure Ball,9,1,10,pokemon,location,,
0x01F98438,Heavy Ball,10,1,11,pokemon,location,,
0x01F98443,Love Ball,9,1,10,pokemon,location,,
0x01F9844D,Friend Ball,11,1,12,pokemon,location,,
0x01F98459,Moon Ball,9,1,10,pokemon,location,,
0x01F9846E,Beast Ball,10,1,11,pokemon,location,,
0x01F98554, BP.,4,1,5,pokemon,other,,
0x01F9856B,monnnnn?,8,1,9,pokemon,dialogue,,
0x01F9857B,"
Which Abilityyyyy?",19,1,20,pokemon,dialogue,,
0x01F9887D,BP for your hard work.,22,1,23,pokemon,dialogue,,
0x01F988F9,"
to go!",7,1,8,pokemon,dialogue,,
0x01F98932,"Please, accept this BP for your
efforts!",40,1,41,pokemon,dialogue,,
0x01F989A1,showed me today.,16,1,17,pokemon,other,,
0x01F98A4C,d be on your guard around him.,30,1,31,pokemon,dialogue,,
0x01F98B38,d call my favourite.,20,1,21,pokemon,dialogue,,
0x01F98B8B,Wait and see!,13,1,14,pokemon,dialogue,,
0x01F98C40," is a good
way to pass the time while I wait.",45,1,46,pokemon,dialogue,,
0x01F98D3F,s a harrowing experience!,25,1,26,pokemon,dialogue,,
0x01F98DAB,"So many different ways to
experience the heat of battle!",56,1,57,pokemon,dialogue,,
0x01F98DFE,"Which record would you like
to view?",36,1,37,pokemon,dialogue,,
0x01F98E64,"Would you like to trade in your BP
for some prizes?",51,1,52,pokemon,dialogue,,
0x01F98FBA,"mon moves in
exchange for BP?",29,1,30,pokemon,dialogue,,
0x01F99063,"mon moves in
exchange for BP?",29,1,30,pokemon,dialogue,,
0x01F99108,"mon moves in
exchange for BP?",29,1,30,pokemon,dialogue,,
0x01F991B1,"mon moves in
exchange for BP?",29,1,30,pokemon,dialogue,,
0x01F9921F,moves in exchange for BP.,25,1,26,pokemon,other,,
0x01F9938F,mon?,4,1,5,pokemon,dialogue,,
0x01F99415,mon?,4,1,5,pokemon,dialogue,,
0x01F994F7,Which move should I teach?,26,1,27,pokemon,dialogue,,
0x01F99515, BP.,4,1,5,pokemon,other,,
0x01F99531,"?
How many would you like?",26,1,27,pokemon,dialogue,,
0x01F9959C, BP. Okay?,10,1,11,pokemon,dialogue,,
0x01F995E4,"mon
should I teach it to?",25,1,26,pokemon,dialogue,,
0x01F9966C,t have enough BP.,17,1,18,pokemon,other,,
0x01F9967E,You already own that item.,26,1,27,pokemon,dialogue,,
0x01F99699,You already own that TM.,24,1,25,pokemon,dialogue,,
0x01F99794,"mon with
you now can learn the move.",36,1,37,pokemon,dialogue,,
0x01F998D3,"Please come back any time you
want!",35,1,36,pokemon,dialogue,,
0x01F9991D,"Well then!
Until next time!",27,1,28,pokemon,dialogue,,
0x01F99939,"Well then!
See you next time!",29,1,30,pokemon,dialogue,,
0x01F9997F,"ve got
Battle Points to spend!",30,1,31,pokemon,dialogue,,
0x01F999C8,"ve got
Battle Points to spend!",30,1,31,pokemon,dialogue,,
0x01F999E7,"I see. You have no interest.
That is fine.",42,1,43,pokemon,dialogue,,
0x01F99A12,"Well, perhaps if you change your
mind, do come back.",52,1,53,pokemon,dialogue,,
0x01F99ABA,Ooh hoo hoo hoo hoo.,20,1,21,pokemon,other,,
0x01F99B27, 2 BP,5,1,6,pokemon,other,,
0x01F99B79, 16 BP,6,1,7,pokemon,other,,
0x01F99B92, 16 BP,6,1,7,pokemon,other,,
0x01F99BD7, 16 BP,6,1,7,pokemon,other,,
0x01F99BF0, 16 BP,6,1,7,pokemon,other,,
0x01F99C08, 32 BP,6,1,7,pokemon,other,,
0x01F99C23, 32 BP,6,1,7,pokemon,other,,
0x01F99C3E, 32 BP,6,1,7,pokemon,other,,
0x01F99C86, 32 BP,6,1,7,pokemon,other,,
0x01F99C9B, 32 BP,6,1,7,pokemon,other,,
0x01F99CCA, 32 BP,6,1,7,pokemon,other,,
0x01F99D2C, 32 BP,6,1,7,pokemon,other,,
0x01F99E59, 16 BP,6,1,7,pokemon,other,,
0x01F99E71, 16 BP,6,1,7,pokemon,other,,
0x01F99EA4, 16 BP,6,1,7,pokemon,other,,
0x01F99ED4, 16 BP,6,1,7,pokemon,other,,
0x01F99EED, 16 BP,6,1,7,pokemon,other,,
0x01F99FB2, 24 BP,6,1,7,pokemon,other,,
0x01F99FFA, 32 BP,6,1,7,pokemon,other,,
0x01F9A028, 32 BP,6,1,7,pokemon,other,,
0x01F9A076, 32 BP,6,1,7,pokemon,other,,
0x01F9A107, 32 BP,6,1,7,pokemon,other,,
0x01F9A186, 48 BP,6,1,7,pokemon,other,,
0x01F9A19C, 48 BP,6,1,7,pokemon,other,,
0x01F9A1C8, 48 BP,6,1,7,pokemon,other,,
0x01F9A1DE, 48 BP,6,1,7,pokemon,other,,
0x01F9A272, 48 BP,6,1,7,pokemon,other,,
0x01F9A28F, 48 BP,6,1,7,pokemon,other,,
0x01F9A2C0, 50 BP,6,1,7,pokemon,other,,
0x01F9A2DC, 200 BP,7,1,8,pokemon,other,,
0x01F9A34B, 32 BP,6,1,7,pokemon,other,,
0x01F9A36A, 48 BP,6,1,7,pokemon,other,,
0x01F9A55E, 4 BP,5,1,6,pokemon,other,,
0x01F9A607, 8 BP,5,1,6,pokemon,other,,
0x01F9A61F, 8 BP,5,1,6,pokemon,other,,
0x01F9A634, 8 BP,5,1,6,pokemon,other,,
0x01F9A64A, 8 BP,5,1,6,pokemon,other,,
0x01F9A662, 8 BP,5,1,6,pokemon,other,,
0x01F9A689, 8 BP,5,1,6,pokemon,other,,
0x01F9A69B, 8 BP,5,1,6,pokemon,other,,
0x01F9A6B2, 8 BP,5,1,6,pokemon,other,,
0x01F9A6CA, 8 BP,5,1,6,pokemon,other,,
0x01F9A6E2, 8 BP,5,1,6,pokemon,other,,
0x01F9A6F8, 8 BP,5,1,6,pokemon,other,,
0x01F9A749, 8 BP,5,1,6,pokemon,other,,
0x01F9A778, 12 BP,6,1,7,pokemon,other,,
0x01F9A7A3, 8 BP,5,1,6,pokemon,other,,
0x01F9A7B5, 8 BP,5,1,6,pokemon,other,,
0x01F9A80D, 8 BP,5,1,6,pokemon,other,,
0x01F9A83F, 8 BP,5,1,6,pokemon,other,,
0x01F9A866, 8 BP,5,1,6,pokemon,other,,
0x01F9A87F, 8 BP,5,1,6,pokemon,other,,
0x01F9A8A5, 8 BP,5,1,6,pokemon,other,,
0x01F9A8BA, 8 BP,5,1,6,pokemon,other,,
0x01F9A8DF, 8 BP,5,1,6,pokemon,other,,
0x01F9A8F7, 8 BP,5,1,6,pokemon,other,,
0x01F9A90F, 8 BP,5,1,6,pokemon,other,,
0x01F9A97E, 8 BP,5,1,6,pokemon,other,,
0x01F9A993, 8 BP,5,1,6,pokemon,other,,
0x01F9A9AA, 8 BP,5,1,6,pokemon,other,,
0x01F9A9F1, 8 BP,5,1,6,pokemon,other,,
0x01F9AA0B, 8 BP,5,1,6,pokemon,other,,
0x01F9AA24, 8 BP,5,1,6,pokemon,other,,
0x01F9AA3F, 8 BP,5,1,6,pokemon,other,,
0x01F9AA55, 8 BP,5,1,6,pokemon,other,,
0x01F9AA6A, 8 BP,5,1,6,pokemon,other,,
0x01F9AA83, 8 BP,5,1,6,pokemon,other,,
0x01F9AAB0, 8 BP,5,1,6,pokemon,other,,
0x01F9AADC, 8 BP,5,1,6,pokemon,other,,
0x01F9AB09, 8 BP,5,1,6,pokemon,other,,
0x01F9AB38, 8 BP,5,1,6,pokemon,other,,
0x01F9AB92, 8 BP,5,1,6,pokemon,other,,
0x01F9ABCD, 8 BP,5,1,6,pokemon,other,,
0x01F9AC39, 12 BP,6,1,7,pokemon,other,,
0x01F9AC96, 12 BP,6,1,7,pokemon,other,,
0x01F9ACC8, 12 BP,6,1,7,pokemon,other,,
0x01F9ACDE, 12 BP,6,1,7,pokemon,other,,
0x01F9ACF8, 12 BP,6,1,7,pokemon,other,,
0x01F9AD28, 12 BP,6,1,7,pokemon,other,,
0x01F9AD5B, 12 BP,6,1,7,pokemon,other,,
0x01F9AD8B, 12 BP,6,1,7,pokemon,other,,
0x01F9ADA0, 16 BP,6,1,7,pokemon,other,,
0x01F9ADEA, 12 BP,6,1,7,pokemon,other,,
0x01F9AE02, 12 BP,6,1,7,pokemon,other,,
0x01F9AE18, 12 BP,6,1,7,pokemon,other,,
0x01F9AE46, 12 BP,6,1,7,pokemon,other,,
0x01F9AE5C, 12 BP,6,1,7,pokemon,other,,
0x01F9AE8B, 12 BP,6,1,7,pokemon,other,,
0x01F9AEA3, 12 BP,6,1,7,pokemon,other,,
0x01F9AEBD, 12 BP,6,1,7,pokemon,other,,
0x01F9AEEC, 16 BP,6,1,7,pokemon,other,,
0x01F9AF1B, 16 BP,6,1,7,pokemon,other,,
0x01F9AF2F, 16 BP,6,1,7,pokemon,other,,
0x01F9AFA0, 16 BP,6,1,7,pokemon,other,,
0x01F9AFCF, 16 BP,6,1,7,pokemon,other,,
0x01F9AFE6, 16 BP,6,1,7,pokemon,other,,
0x01F9AFFE, 16 BP,6,1,7,pokemon,other,,
0x01F9B02E, 16 BP,6,1,7,pokemon,other,,
0x01F9B05C, 16 BP,6,1,7,pokemon,other,,
0x01F9B073, 16 BP,6,1,7,pokemon,other,,
0x01F9B0B6, 16 BP,6,1,7,pokemon,other,,
0x01F9B117, 16 BP,6,1,7,pokemon,other,,
0x01F9B130, 4 BP,5,1,6,pokemon,other,,
0x01F9B147, 4 BP,5,1,6,pokemon,other,,
0x01F9B15F, 4 BP,5,1,6,pokemon,other,,
0x01F9B177, 8 BP,5,1,6,pokemon,other,,
0x01F9B1A5, 8 BP,5,1,6,pokemon,other,,
0x01F9B1B7,Dragon Ascent,13,1,14,pokemon,location,,
0x01F9B1C5,Secret Sword,12,1,13,pokemon,location,,
0x01F9B1D2,Relic Song,10,1,11,pokemon,location,,
0x01F9B1DD,Steel Beam,10,1,11,pokemon,location,,
0x01F9B240,mon?,4,1,5,pokemon,dialogue,,
0x01F9B3BF,"How can you we award you with BP if
you have no place to store it?",66,1,67,pokemon,dialogue,,
0x01F9B42E,I am your guide to the Battle Ring.,35,1,36,pokemon,dialogue,,
0x01F9B452,"Would you like to take the Battle
Ring Challenge?",49,1,50,pokemon,dialogue,,
0x01F9B672, tier may not be used.,22,1,23,pokemon,other,,
0x01F9B96B,Please be aware of that!,24,1,25,pokemon,dialogue,,
0x01F9B9C0,"-Battle Music
-Battle Background",32,1,33,pokemon,description,,
0x01F9B9E1,"Which record would you like
to view?",36,1,37,pokemon,dialogue,,
0x01F9BA06,Current,7,1,8,pokemon,other,,
0x01F9BABD, wins.,6,1,7,pokemon,other,,
0x01F9BAC4,"There are currenly no records for
the Antisis City Ring Challenge.",66,1,67,pokemon,description,,
0x01F9BB07,Please wait here.,17,1,18,pokemon,location,,
0x01F9BBD3,"mon to
battle with.",19,1,20,pokemon,other,,
0x01F9BC30,"mon to
battle with.",19,1,20,pokemon,other,,
0x01F9BC9A,"mon to
battle with.",19,1,20,pokemon,other,,
0x01F9BCF7,"mon to
battle with.",19,1,20,pokemon,other,,
0x01F9BD61,"mon to
battle with.",19,1,20,pokemon,other,,
0x01F9BDAD,"Your progress will be kept for
when you return.",47,1,48,pokemon,dialogue,,
0x01F9BF66,"s see if ya still got the
mettle to take on the kingpin!",56,1,57,pokemon,dialogue,,
0x01F9C0D3,"s ending your run of
glory, right here, right now!",50,1,51,pokemon,dialogue,,
0x01F9C27F,"Then gimme your best shot!
Let the kingpin measure ya up!",57,1,58,pokemon,dialogue,,
0x01F9C5C9,"I got my title of kingpin to defend,
after all! Ha ha ha ha!",60,1,61,pokemon,dialogue,,
0x01F9C7B4,"t gonna lose
to ya again!",25,1,26,pokemon,dialogue,,
0x01F9C7DF,t believe ya beat me again!,27,1,28,pokemon,dialogue,,
0x01F9C813," you were the
best in the world, huh, kid?",42,1,43,pokemon,dialogue,,
0x01F9C840,Abandonment Issues,18,1,19,pokemon,location,,
0x01F9C853,"A little Tuber girl is missing!
Track her down, and return her
safely to her worried mother.",92,1,93,pokemon,dialogue,,
0x01F9C936,", search for her!",17,1,18,pokemon,dialogue,,
0x01F9CA74,"Please, continue to search for her!",35,1,36,pokemon,dialogue,,
0x01F9CB5D,Please take me back to my mommy.,32,1,33,pokemon,dialogue,,
0x01F9CB81,"The little girl appears to have
been blown away.",48,1,49,pokemon,description,,
0x01F9CC03,"t blow
away again!",18,1,19,pokemon,dialogue,,
0x01F9CCA8,s over!,7,1,8,pokemon,dialogue,,
0x01F9CD2E,"m okay now, thanks to
this person!",34,1,35,pokemon,dialogue,,
0x01F9CD7F,"Mommy, wait!",12,1,13,pokemon,dialogue,,
0x01F9CDAE, who helped me!,15,1,16,pokemon,dialogue,,
0x01F9CDF4,Bad Babysitter,14,1,15,pokemon,location,,
0x01F9CE03,"A young boy in a Pikachu costume
has run away from home to Route 8!
Find him, and bring him home safely.",104,1,105,pokemon,dialogue,,
0x01F9CEC3,"Please, help me find him!",25,1,26,pokemon,dialogue,,
0x01F9CFB4,My parents are going to kill me!,32,1,33,pokemon,dialogue,,
0x01F9D010,re amazing!,11,1,12,pokemon,dialogue,,
0x01F9D09D,"s the perfect TM for such a nice
person like you!",49,1,50,pokemon,dialogue,,
0x01F9D0FD,Thank you again!,16,1,17,pokemon,dialogue,,
0x01F9D125,t eat me!,9,1,10,pokemon,dialogue,,
0x01F9D15C,"mon was going
to eat me.",24,1,25,pokemon,other,,
0x01F9D1F5,ll follow you there.,20,1,21,pokemon,dialogue,,
0x01F9D20F, decided to go with Willy!,26,1,27,pokemon,dialogue,,
0x01F9D272,party will be selected for battle.,34,1,35,pokemon,system,,
0x01F9D312,re the best!,12,1,13,pokemon,dialogue,,
0x01F9D34B,re the best!,12,1,13,pokemon,dialogue,,
0x01F9D358,The Black Emboar,16,1,17,pokemon,location,,
0x01F9D3A7," in
the KBT Expressway.",23,1,24,pokemon,other,,
0x01F9D3CD,Black Emboar Boss,17,1,18,pokemon,location,,
0x01F9D566,"d be willing to check up on
him for me?",39,1,40,pokemon,dialogue,,
0x01F9D592,"re the one who barged into my
home and asked.",45,1,46,pokemon,dialogue,,
0x01F9D63A,"They say these Black Emboar are
insanely vicious.",49,1,50,pokemon,description,,
0x01F9D6B1,worried about him.,18,1,19,pokemon,other,,
0x01F9D787,the Black Emboar?,17,1,18,pokemon,dialogue,,
0x01F9D8BC,can really do!,14,1,15,pokemon,dialogue,,
0x01F9D8CB,Gwa ha ha ha!,13,1,14,pokemon,dialogue,,
0x01F9D9C0,s awesome!,10,1,11,pokemon,dialogue,,
0x01F9DA44,ll go with you.,15,1,16,pokemon,dialogue,,
0x01F9DA95,the Black Emboar!,17,1,18,pokemon,dialogue,,
0x01F9DAEF,"t let you go down this
path any longer!",39,1,40,pokemon,dialogue,,
0x01F9DBA1,to get your own hands dirty.,28,1,29,pokemon,dialogue,,
0x01F9DBCB,s got guts!,11,1,12,pokemon,dialogue,,
0x01F9DD42,Gwa ha ha ha!,13,1,14,pokemon,dialogue,,
0x01F9DD63,"t just
leave me all alone!",26,1,27,pokemon,dialogue,,
0x01F9DDFB,"
join our ranks.",16,1,17,pokemon,other,,
0x01F9DE2A,"All members gotta have a Bike,
so take this.",44,1,45,pokemon,description,,
0x01F9DF15,ll welcome you with open arms.,30,1,31,pokemon,dialogue,,
0x01F9E11A,Please take this TM for your time.,34,1,35,pokemon,dialogue,,
0x01F9E164,Get over here!,14,1,15,pokemon,dialogue,,
0x01F9E1DF,"So scram! Toddle off home to your
ma, ya little goody-two-shoes punk!",69,1,70,pokemon,dialogue,,
0x01F9E28E,t forget your baby bottle!,26,1,27,pokemon,dialogue,,
0x01F9E336,With relish!,12,1,13,pokemon,dialogue,,
0x01F9E343,Really bad!,11,1,12,pokemon,dialogue,,
0x01F9E3DF,s somewhere in this tunnel!,27,1,28,pokemon,dialogue,,
0x01F9E446,Go back to where you came from!,31,1,32,pokemon,dialogue,,
0x01F9E466,Huh? A kid?,11,1,12,pokemon,dialogue,,
0x01F9E472,Twerp.,6,1,7,pokemon,other,,
0x01F9E479,"Get lost, punk.",15,1,16,pokemon,location,,
0x01F9E489,"You think you can just come in here
and mess with the Black Emboar?",67,1,68,pokemon,dialogue,,
0x01F9E4CD,You do.,7,1,8,pokemon,dialogue,,
0x01F9E4D8,"re the Black Emboar, you litch!",31,1,32,pokemon,dialogue,,
0x01F9E513,re the Black Emboar!,20,1,21,pokemon,dialogue,,
0x01F9E528,Crikey.,7,1,8,pokemon,other,,
0x01F9E545,"t fall
so easily!",17,1,18,pokemon,dialogue,,
0x01F9E569,s dangerous!,12,1,13,pokemon,dialogue,,
0x01F9E576,"The Black Emboar!
Never stop, and never look back!",50,1,51,pokemon,dialogue,,
0x01F9E5BE,re busy!,8,1,9,pokemon,dialogue,,
0x01F9E5EF, HQ!,4,1,5,pokemon,dialogue,,
0x01F9E73F, out?,5,1,6,pokemon,dialogue,,
0x01F9E842, to the sewers!,15,1,16,pokemon,dialogue,,
0x01F9E8E6,out?,4,1,5,pokemon,dialogue,,
0x01F9E9FD,actual stairs!,14,1,15,pokemon,dialogue,,
0x01F9EA18," up with a strategy to
take down the Black Ferrothorn.",54,1,55,pokemon,description,,
0x01F9EAAB,"I bet they have a boatload in that
fancy base of theirs!",56,1,57,pokemon,dialogue,,
0x01F9EAE4,Flushed Away,12,1,13,pokemon,location,,
0x01F9EB3A, his socks from the sewer.,26,1,27,pokemon,other,,
0x01F9ED06, for me?,8,1,9,pokemon,dialogue,,
0x01F9ED81,use the main entrance outside.,30,1,31,pokemon,other,,
0x01F9EDAF,"But oh man, do they reek!",25,1,26,pokemon,dialogue,,
0x01F9EE60,"m sure you can find a better
place for it than I could.",55,1,56,pokemon,dialogue,,
0x01F9EF97,main entrance outside.,22,1,23,pokemon,other,,
0x01F9F081,A Minor Scrap,13,1,14,pokemon,location,,
0x01F9F0EA,s turf.,7,1,8,pokemon,other,,
0x01F9F12F,with them Black Ferrothorn?,27,1,28,pokemon,dialogue,,
0x01F9F28C,"em both
out for me?",19,1,20,pokemon,dialogue,,
0x01F9F2D5,re ready!,9,1,10,pokemon,dialogue,,
0x01F9F30B, on about?,10,1,11,pokemon,dialogue,,
0x01F9F4B5,"You really are the gutsiest Trainer
I know.",43,1,44,pokemon,dialogue,,
0x01F9F534,"mon to
be strong a lot easier.",30,1,31,pokemon,other,,
0x01F9F5C5,m here for a rematch!,21,1,22,pokemon,dialogue,,
0x01F9F63F,"
we gave him last time?",23,1,24,pokemon,dialogue,,
0x01F9F689,", here, is gonna
destroy youse guys for me!",43,1,44,pokemon,dialogue,,
0x01F9F6EE, into the ground!,17,1,18,pokemon,dialogue,,
0x01F9F72B," down with our
combined might!",30,1,31,pokemon,dialogue,,
0x01F9F77B,"em
down the drain!",18,1,19,pokemon,dialogue,,
0x01F9F7E4,mon?,4,1,5,pokemon,dialogue,,
0x01F9F7F5,"
You rocked my socks off!",25,1,26,pokemon,dialogue,,
0x01F9F841, useless!,9,1,10,pokemon,dialogue,,
0x01F9F84B,"Come on, man!
How could this happen?",36,1,37,pokemon,dialogue,,
0x01F9F8AC,Our hides are iron thick!,25,1,26,pokemon,dialogue,,
0x01F9F8EC,"re gonna use those enhancers we
got off those dumb scientists.",62,1,63,pokemon,description,,
0x01F9F9BD,are really capable of!,22,1,23,pokemon,dialogue,,
0x01F9FA66," on you, again!",15,1,16,pokemon,dialogue,,
0x01F9FA7C,ll make you all pay for this!,29,1,30,pokemon,dialogue,,
0x01F9FB64, for your help.,15,1,16,pokemon,dialogue,,
0x01F9FBBF,Odd Odd Docks,13,1,14,pokemon,location,,
