offset,original_text,spanish_text,original_length,padding_available,real_max_length,encoding,category,translation,notes
0x01F58050,s your chance!,,14,1,15,pokemon,dialogue,,
0x01F5805F,"<0xFC><0x01><0x02>Snorlax stubbornly refuses to
leave.<0xFB>Looks like you'll have to capture
it if you want to get rid of it.","<0xFC><0x01><0x02>Snorlax se niega a irse.<0xFB>Parece que tendrás que capturarlo si
quieres deshacerte de él.",106,1,107,pokemon,dialogue,"{COLOR}ÁRonflex refuse obstinément
de partir.<0xFB>On dirait que tu devras le capturer
si tu veux t'en débarrasser.",
0x01F58096,"ll have to capture
it if you want to get rid of it.",,51,1,52,pokemon,dialogue,,
0x01F580CA,"Hey!<0xFB>Have you seen a cute girl with
an Infernape?<0xFB>""<0xFB>She went towards Redwood Village?<0xFB>I'm coming girl!<0xFB>Here, this is for your trouble.
I appreciate ya, Champ!","<0x52>Oye! <0x51>Has visto a una chica linda
con un Infernape?<0xFB>""<0xFB><0x51>Qué? <0x51>Fue para Villa Secuoya?<0xFB><0x52>Ya voy mi niña!<0xFB>Te daré esto por quitar a Snorlax
del camino.",158,1,159,pokemon,dialogue,"Hé !<0xFB>Tu as vu une jolie fille avec un
Simiabraz ?<0xFB>...<0xFB>Elle est partie vers le Village
Séquoia ?<0xFB>J'arrive ma belle !<0xFB>Tiens, c'est pour le dérangement.
Merci, Champ !",
0x01F58131,"Here, this is for your trouble.
I appreciate ya, Champ!",,55,1,56,pokemon,dialogue,,
0x01F58169,<0xFC><0x01><0x06>Growwwwf!,<0xFC><0x01><0x06>Growwwwf!,12,2,14,pokemon,dialogue,{COLOR}ÉGrrrrwaf !,
0x01F58176,<0xFC><0x01><0x02>The suspicious person ran off!,<0xFC><0x01><0x02><0x52>Ha salido corriendo!,33,2,35,pokemon,dialogue,<0xFC><0x01><0x02>La personne suspecte s'enfuit !,
0x01F58179,The suspicious person ran off!,,30,2,32,pokemon,dialogue,,
0x01F58198,<0xFC><0x01><0x02>The suspicious cell ran off!,<0xFC><0x01><0x02>The suspicious cell ran off!,31,2,33,pokemon,dialogue,<0xFC><0x01><0x02>La Cellule suspecte s'enfuit !,
0x01F581B8,<0xFC><0x01><0x02>The suspicious tree ran off!,<0xFC><0x01><0x02>The suspicious tree ran off!,31,1,32,pokemon,dialogue,<0xFC><0x01><0x02>L'arbre suspect s'enfuit !,
0x01F581D8,Numbskull,Cabezazos,9,3,12,pokemon,other,Nigaud,
0x01F581E2,"Are you dense? Smash Pokémon heads
against trees <0xFD><0x02> times!","<0x52>Golpea 50 veces a los árboles
con Cabezazo!",58,4,62,pokemon,dialogue,"T'es bouché ? Fonce des têtes de
Pokémon sur arbres <0xFD><0x02> fois !",
0x01F58215, times!,,7,4,11,pokemon,dialogue,,
0x01F5821D,"I hit me head on dem trees too
many times""<0xFB>Now, I speak ungood.<0xFB>I hate da trees now that made me
dumb.<0xFB>Me mad!<0xFB>Me want revenge!<0xFB>You do it for me?<0xFB>Use <0xFC><0x01><0x06>Headbutt<0xFC><0x01><0x08> to teach trees to be
good <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> times!","Me golpeé la cabeza con esos árboles
muchas veces""<0xFB>Ahora odio a los árboles.
<0x52>Estoy loco! <0x52>Quiero venganza!<0xFB><0x51>Me ayudarías?<0xFB><0x52>Pues si es así usa <0xFC><0x01><0x06>Cabezazo<0xFC><0x01><0x08> <0xFC><0x01><0x06><0xFD><0x02>
veces<0xFC><0x01><0x08> en los árboles!",206,2,208,pokemon,dialogue,"J'me suis cogné la tête aux arbres
trop de fois...<0xFB>Maintenant, je parle mal.<0xFB>J'déteste arbres qui m'ont rendu
bête.<0xFB>Moi fâché !<0xFB>Moi vouloir vengeance !<0xFB>Tu le fais pour moi ?<0xFB>Utilise {COLOR}ÉCoup d'Boule{COLOR}Ë sur les arbres
pour bien se tenir {COLOR}É{STR_VAR_1}{COLOR}Ë fois !",
0x01F582E4, times!,,7,2,9,pokemon,dialogue,,
0x01F582EC,"Good, attack trees with Headbutt,
and dem who defend trees.","Bien, ataca a todos los árboles con
Cabezazo.",59,3,62,pokemon,description,"Bien, attaque les arbres avec Coup
d'Boule, et ceux qui les protègent.",
0x01F58328,"Okee, me will hurt trees meself!",<0x52>Yo mismo haré ese trabajo!,32,2,34,pokemon,dialogue,"Oké, moi vais faire mal aux arbres
moi-même !",
0x01F58349,"More head bangin'!
<0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x08> more time<0xFD><0x08>!",<0x52>Necesitas <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x08> cabezazos!,40,2,42,pokemon,dialogue,"Encore des coups de boule !
{COLOR}É{STR_VAR_3}{COLOR}Ë fois de plus, {EVIL_TEAM} !",
0x01F58372,"Good, now me can go back to bein'
the best Pokémon Neurosurgeon<0xFA>in world.<0xFB>Take dis to help you for you
help me.","Bien, ahora volveré a ser el
mejor Neurocirujano Pokémon del<0xFA>mundo.<0xFB>Toma esto por haberme ayudado.",111,3,114,pokemon,dialogue,"Bien, maintenant moi pouvoir
redevenir meilleur Neurochirurgien<0xFA>Pokémon du monde.<0xFB>Prends ça pour aider toi parce que
toi avoir aidé moi.",
0x01F583BC,"Take dis to help you for you
help me.",,37,3,40,pokemon,dialogue,,
0x01F583E2,"Me be better soon.
Me brain not very broke.",Ahora me pondré a trabajar.,43,2,45,pokemon,description,"Moi aller mieux bientôt. Cerveau
pas trop cassé.",
0x01F5840E,"Oh, perfect timing, Trainer!<0xFB>I have just been filming my
latest movie in this forest.<0xFB>The title of the movie is:
<0xB1>Kangaskhan v Kangaskhan:<0xFA>Dawn of the Kangaskhan<0xB2><0xFB>Unfortunately, the actor portraying
the main antagonist has fallen ill.<0xFB>Would you be willing to take
his place?","<0x52>Genial! Acabo de filmar mi última
película en este bosque.<0xFB>El título de la película es:
<0xB1>El Amanecer de Kangaskhan<0xB2>.<0xFB>Desafortunadamente, el actor que
interpreta al antagonista<0xFA>principal ha caído enfermo.<0xFB>Quisiera saber si te gustaría
usar su lugar, <0x51>eh?",274,2,276,pokemon,dialogue,"Oh, timing parfait, Dresseur !<0xFB>Je viens de tourner mon film
le plus récent dans cette forêt.<0xFB>Le titre du film est :
"" Kangourex v Kangourex :<0xFA>L'Aube du Kangourex ""<0xFB>Malheureusement, l'acteur du rôle
du méchant principal est malade.<0xFB>Accepterais-tu de prendre
sa place ?",
0x01F584F9,"Would you be willing to take
his place?",,39,2,41,pokemon,dialogue,,
0x01F58521,"A shame""
Truly, a shame""",<0x52>Es una pena!,24,1,25,pokemon,other,"Dommage...
Vraiment, dommage...",
0x01F5853A,"Wonderful!<0xFB>Once you have defeated all of the
Trainers in this forest, please<0xFA>bring <0xFC><0x01><0x06>4<0xFC><0x01><0x04> strong <0xFC><0x01><0x06>Kangaskhan<0xFC><0x01><0x04> for an<0xFA>important fight scene in the movie.<0xFB>It will be filmed in the likeness
of a <0xFC><0x01><0x06>Double Battle<0xFC><0x01><0x04>.<0xFB>They should ideally be levelled
<0xFC><0x01><0x06><0x34> 70<0xFC><0x01><0x04> or higher.","<0x52>Estupendo!<0xFB>Una vez que hayas derrotado a todos
los Entrenadores en este bosque,<0xFA>trae a <0xFC><0x01><0x06>4 Kangaskhan<0xFC><0x01><0x04> para<0xFA>una importante escena de lucha<0xFA>en la película.<0xFB>Se filmará igual que una <0xFC><0x01><0x06>Batalla
Doble<0xFC><0x01><0x04>,<0xFB>Lo ideal es que tengan un <0xFC><0x01><0x06>Nv 70<0xFC><0x01><0x04>
o más.",271,1,272,pokemon,dialogue,"Magnifique !<0xFB>Quand tu auras vaincu tous les
Dresseurs de cette forêt, amène<0xFA><0xFC><0x01><0x06>4<0xFC><0x01><0x04> <0xFC><0x01><0x06>Kangaskhan<0xFC><0x01><0x04> costauds pour une<0xFA>scène de combat importante du film.<0xFB>Elle sera tournée à la manière d'un
<0xFC><0x01><0x06>Combat Duo<0xFC><0x01><0x04>.<0xFB>Idéalement, ils devraient être de
<0xFC><0x01><0x06><0x34> 70<0xFC><0x01><0x04> ou plus.",
0x01F5863E, or higher.,,11,1,12,pokemon,other,,
0x01F5864A,"Wonderful!<0xFB>Please make sure your party
consists of only <0xFC><0x01><0x06>4 Kangaskhan<0xFC><0x01><0x04><0xFA>before we can begin filming the<0xFA><0xFC><0x01><0x06>Double Battle<0xFC><0x01><0x04>.<0xFB>They should ideally be levelled
<0xFC><0x01><0x06><0x34> 70<0xFC><0x01><0x04> or higher.","<0x52>Genial!<0xFB>Asegúrate de que tu grupo esté sólo
formado por <0xFC><0x01><0x06>4 Kangaskhan<0xFC><0x01><0x04> antes<0xFA>de que filmemos la <0xFC><0x01><0x06>Batalla Doble<0xFC><0x01><0x04>.<0xFB>Lo ideal es que tengan un <0xFC><0x01><0x06>Nv 70<0xFC><0x01><0x04> o
más.",181,1,182,pokemon,dialogue,"Merveilleux !<0xFB>Assure-toi que ton équipe ne
contient que {COLOR}É4 Kangourex{COLOR}Ç<0xFA>avant qu'on ne puisse tourner le<0xFA>{COLOR}ÉCombat Duo{COLOR}Ç.<0xFB>Ils devraient être niveau
{COLOR}É<0x34> 70{COLOR}Ç ou plus.",
0x01F586F4, or higher.,,11,1,12,pokemon,other,,
0x01F58700,"Wonderful!<0xFB>Lights, camera, action!","Wonderful!<0xFB>Lights, camera, action!",34,1,35,pokemon,dialogue,Merveilleux !<0xFB>Moteur... action !,
0x01F58723,"Wonderful, wonderful, that's a wrap!","Wonderful, wonderful, that's a wrap!",36,1,37,pokemon,dialogue,"Merveilleux, merveilleux, coupez !",
0x01F58748,"Wonderful work out there today.<0xFB>For your performance, you have
earned one of these.","Wonderful work out there today.<0xFB>For your performance, you have
earned one of these.",83,1,84,pokemon,dialogue,"Magnifique travail aujourd'hui.<0xFB>Pour ta performance, tu as gagné
l'un de ceux-ci.",
0x01F5879C,"Farewell, Trainer!<0xFB>I look forward to seeing you at the
red carpet premiere!","Farewell, Trainer!<0xFB>I look forward to seeing you at the
red carpet premiere!",75,1,76,pokemon,dialogue,"Adieu, Dresseur !<0xFB>J'ai hâte de te voir à la première
sur le tapis rouge !",
0x01F587E8,"<0xFC><0x01><0x02>Huh?<0xFB>The Cube received a notification!<0xFB>It says that the movie received a
critic score of less than 30<0x5B> on<0xFA>Rotten Tamato Berries""<0xFB>Oh, well, didn't hurt to help!","<0xFC><0x01><0x02>Huh?<0xFB>The Cube received a notification!<0xFB>It says that the movie received a
critic score of less than 30<0x5B> on<0xFA>Rotten Tamato Berries""<0xFB>Oh, well, didn't hurt to help!",162,1,163,pokemon,dialogue,"{COLOR}ÁHein ?<0xFB>Le Cube a reçu une notification !<0xFB>Il est écrit que le film a eu
moins de 30 % sur<0xFA>Rotten Tamato Berries...<0xFB>Oh, tant pis, ça ne coûtait rien !",
0x01F5888B,<0xFC><0x01><0x06>Krawwr!,"<0xFC><0x01><0x06>Krawwr""",10,2,12,pokemon,dialogue,{COLOR}ÉKrawwr!,
0x01F5888E,Krawwr!,,7,2,9,pokemon,dialogue,,
0x01F58957,"Hey, Trainer!<0xFB>You look almost as strong as you
are lost!<0xFB>Beat me and I'll tell you a secret!","<0x52>Me da la impresión de que pareces
fuerte!",92,2,94,pokemon,dialogue,"Hé, Dresseur !<0xFB>Tu as l'air presque aussi fort que
tu es perdu !<0xFB>Bats-moi et je te dirai un secret !",
0x01F5899E,ll tell you a secret!,,21,2,23,pokemon,dialogue,,
0x01F589B4,Wow! Okay! Okay!,<0x51>Qué?,16,3,19,pokemon,dialogue,Wow ! Oké ! Oké !,
0x01F589C5,"So I heard the woman over there
talking""<0xFB>Sometimes if you go backwards,
you go forwards!",<0x52>Mis sospechas fueron correctas!,88,3,91,pokemon,dialogue,"J'ai entendu cette femme parler
là-bas ...<0xFB>Parfois, si tu recules,
tu avances !",
0x01F589EE,"Sometimes if you go backwards,
you go forwards!",,47,3,50,pokemon,dialogue,,
0x01F58A1E,"Did you notice a peculiar Pokémon
while making your way through<0xFA>these woods?","<0x51>Notaste un Pokémon extraño mientras
cruzabas el bosque?",76,2,78,pokemon,dialogue,"As-tu remarqué un Pokémon étrange
en traversant ces<0xFA>bois ?",
0x01F58A5E,these woods?,,12,2,14,pokemon,dialogue,,
0x01F58A6B,"The Pokémon was very strange""
Let me tell you about it!","El Pokémon era muy extraño""",55,2,57,pokemon,dialogue,"Le Pokémon était très étrange...
Laisse-moi t'en parler !",
0x01F58A88,"
Let me tell you about it!",,26,2,28,pokemon,dialogue,,
0x01F58AA3,"I noticed a peculiar Pokémon
earlier.<0xFB>When I approached it, it changed its
appearance to match mine!<0xFB>No""<0xFC><0x08><0x18> it wasn't a Ditto.<0xFB>I could tell that much at least.","Noté un Pokémon extraño.<0xFB>Cuando me acerqué, <0x52>cambió su
apariencia para coincidir con<0xFA>la mía!<0xFB>No"" no era un Ditto.
Al menos eso puedo decir.",159,1,160,pokemon,dialogue,"J'ai remarqué un Pokémon curieux
plus tôt.<0xFB>Quand je l'ai approché, il a changé
d'apparence pour copier la mienne !<0xFB>Non...{PAUSE} ce n'était pas un
Métamorph.<0xFB>Je pouvais au moins en être sûr.",
0x01F58B22,I could tell that much at least.,,32,1,33,pokemon,dialogue,,
0x01F58B43,"WHERE""<0xFB>ARE""<0xFB>THE""<0xFB>GHOSTS!?","<0x51>Eres""<0xFB>Un""<0xFB>Fanstasma""?",25,2,27,pokemon,dialogue,OÙ...<0xFB>SONT...<0xFB>LES...<0xFB>FANTÔMES !?,
0x01F58B54,GHOSTS!?,,8,2,10,pokemon,dialogue,,
0x01F58B5D,"NO"" GHOSTS!?","No lo eres""",12,3,15,pokemon,dialogue,PAS... DE FANTÔMES !?,
0x01F58B60, GHOSTS!?,,9,3,12,pokemon,dialogue,,
0x01F58B6A,"This is Redwood Forest?<0xFB>It's so spooky in here, I figured
it must be Grim Woods!","<0x51>Esto es Bosque Secuoya?
<0x52>Es tan espeluznante este lugar!",80,2,82,pokemon,dialogue,"C'est la Forêt Séquoia ?<0xFB>C'est si lugubre ici, je pensais que
ce devait être le Bois Lugubre !",
0x01F58B85,"s so spooky in here, I figured
it must be Grim Woods!",,53,2,55,pokemon,dialogue,,
0x01F58BBB,"I'm completely lost, but I don't
mind!<0xFB>The deeper I go, the more bugs
I find!",<0x52>No encuentro la salida!,77,2,79,pokemon,dialogue,"Je suis complètement perdu, mais ça
ne me gêne pas !<0xFB>Plus j'avance, plus je trouve
d'insectes !",
0x01F58BE2,"The deeper I go, the more bugs
I find!",,38,2,40,pokemon,dialogue,,
0x01F58C09,"Agh, maybe you should get lost!",<0x52>Creo que estoy perdido!,31,3,34,pokemon,dialogue,"Argh, va te perdre !",
0x01F58C29,"If you have an <0xFC><0x01><0x06>open space in your
party<0xFC><0x01><0x08> in addition to a spare <0xFC><0x01><0x06>Poké<0xFA>Ball<0xFC><0x01><0x08> when you evolve one of the<0xFA>Nincada that swarm here, you'll<0xFA>find a new Pokémon on your team<0xFA>after the evolution!<0xFB>But the process requires a spare
<0xFC><0x01><0x06>Poké Ball<0xFC><0x01><0x08> in your Cube, got that?<0xFB>NOT a Great Ball or an Ultra Ball,
just a <0xFC><0x01><0x06>Poké Ball<0xFC><0x01><0x08>.",<0x52>No sé dónde está la salida!,328,2,330,pokemon,dialogue,"Si tu as une {COLOR}Éplace libre dans ton
équipe{COLOR}Ë, plus une {COLOR}ÉPoké<0xFA>Ball{COLOR}Ë de rechange quand tu fais
évoluer un<0xFA>Ningale qui pullule ici, tu<0xFA>trouveras un Pokémon dans ton équipe<0xFA>après l'évolution !<0xFB>Mais le processus nécessite une
{COLOR}ÉPoké Ball{COLOR}Ë dans ton Cube, OK ?<0xFB>PAS Super Ball ou Hyper Ball,
juste une {COLOR}ÉPoké Ball{COLOR}Ë.",
0x01F58D72,"<0xFC><0x01><0x04>My ESP tells me that you're close to
finding what you seek""<0xFB>But first, let's battle!","<0xFC><0x01><0x04><0x52>Estoy muy cerca de encontrar el
objeto que estoy buscando!",87,2,89,pokemon,dialogue,"{COLOR}ÇMon don d'ESP me dit que tu
es proche de ce que tu cherches...<0xFB>Mais d'abord, combattons !",
0x01F58DC0,s battle!,,9,2,11,pokemon,dialogue,,
0x01F58DCA,"Nothing could have prepared me
for that.",<0x52>Ya estoy cerca!,40,3,43,pokemon,description,"Rien ne pouvait me préparer
à ça.",
0x01F58DF3,"<0xFC><0x01><0x04>I can sense you're looking for the
exit.<0xFB>It's just up ahead.","<0xFC><0x01><0x04><0x52>Al parecer mi Buscaobjetos está
fallando!",63,3,66,pokemon,dialogue,"{COLOR}ÇJe sens que tu cherches la
sortie.<0xFB>Elle est juste devant.",
0x01F58E22,s just up ahead.,,16,3,19,pokemon,other,,
0x01F58E33, Redwood Village,,16,2,18,pokemon,other,Village Séquoia,
0x01F58E44,Redwood Village D,Redwood Village D,17,2,19,pokemon,location,Village Séquoia J,
0x01F58E56,Redwood Village N,Redwood Village N,17,3,20,pokemon,location,Village Séquoia N,
0x01F58E68,"Be gone, wandering spirits!","<0x52>Fuera, espíritus!",27,2,29,pokemon,dialogue,"Arrière, esprits errants !",
0x01F58E84,"The wandering spirits have been
cleansed from my soul""","Los espíritus errantes han sido
limpiados de mi alma""",54,3,57,pokemon,dialogue,"Les esprits errants ont été
purifiés de mon âme...",
0x01F58EBB,"Did you know that the trees in this
village actually produce red wood?<0xFB>Bet you didn't!<0xFB>You must've thought that these
trees look like every other plain<0xFA>old forest tree.<0xFB>Well, I'll have you know that
although they may look like<0xFA>ordinary forest trees, they're<0xFA>actually very special!<0xFB>Their red wood attracts many
different species of Pokémon.<0xFB>Don't believe me?<0xFB>Have a Pokémon use the move
<0xFC><0x01><0x06>Headbutt<0xFC><0x01><0x04> on one, and see for<0xFA>yourself!","<0x51>Sabías que los árboles de esta
villa producen madera roja?<0xFB><0x51>No lo sabías?<0xFB>Debes haber pensado que estos
árboles se parecen a cualquier<0xFA>otro árbol del bosque.<0xFB>Bueno, te haré saber que, aunque
parezcan árboles normales, <0x52>en<0xFA>realidad son muy especiales!<0xFB>Su madera roja atrae a muchas
especies diferentes de Pokémon.<0xFB><0x51>No me crees?<0xFB><0x52>Haz que un Pokémon use el
movimiento <0xFC><0x01><0x06>Golpe Cabeza<0xFC><0x01><0x04> en uno y<0xFA>compruébalo por ti mismo!",430,3,433,pokemon,dialogue,"Savais-tu que les arbres de ce
village donnent du bois rouge ?<0xFB>Pari que non !<0xFB>Tu devais penser que ces
arbres ressemblent à n'importe quel<0xFA>banal arbre de forêt.<0xFB>Eh bien, sache que
même s'ils ont l'air<0xFA>d'arbres ordinaires, ils sont<0xFA>très spéciaux !<0xFB>Leur bois rouge attire beaucoup
d'espèces de Pokémon.<0xFB>Tu ne me crois pas ?<0xFB>Fais utiliser la capacité
{COLOR}ÉCoup d'Boule{COLOR}Ç à un Pokémon, et vois<0xFA>par toi-même !",
0x01F59060,yourself!,,9,3,12,pokemon,dialogue,,
0x01F5906A,"Out of all the Borrius Gyms,
Benjamin's is always meant to be<0xFA>challenged last.<0xFB>Why?<0xFB>Well, if you hadn't explored the
rest of Borrius first, you wouldn't<0xFA>be able to solve his puzzle""","De todos los Gimnasios de Borrius,
el de Benjamín siempre debe ser el<0xFA>último en ser desafiado.<0xFB><0x51>Por qué?<0xFB>Si no hubieras explorado Borrius,
no podrías resolver su rompecabezas""",181,3,184,pokemon,dialogue,"De toutes les Arènes de Borrius,
celle de Benjamin doit être<0xFA>affrontée en dernier.<0xFB>Pourquoi ?<0xFB>Eh bien, si tu n'avais pas exploré
le reste de Borrius, tu ne pourrais<0xFA>résoudre son puzzle...",
0x01F59120,"Now do you see?<0xFB>Benjamin's puzzle is based on the
caves you should have travelled<0xFA>through last!","<0x52>El rompecabezas de Benjamín se
basa en las cuevas por las que<0xFA>deberías haber viajado!",95,2,97,pokemon,dialogue,"Tu vois maintenant ?<0xFB>Le puzzle de Benjamin est basé sur
les grottes que tu aurais dû<0xFA>parcourir en dernier !",
0x01F59172,through last!,,13,2,15,pokemon,dialogue,,
0x01F59180,"Benjamin is our Gym Leader!<0xFB>I want to be just like Benjamin
when I grow up!<0xFB>And again when I grow down,
just like he does!","<0x52>Benjamín es nuestro Líder de
Gimnasio!<0xFB><0x52>Quiero ser como Benjamín cuando
sea grande!",122,2,124,pokemon,dialogue,"Benjamin est notre Champion d'Arène
!<0xFB>Je veux être comme Benjamin quand je
serai grand !<0xFB>Et encore quand je serai petit,
comme lui !",
0x01F591CC,"And again when I grow down,
just like he does!",,46,2,48,pokemon,dialogue,,
0x01F591FB,"Our little town is protected by the
Forest Guardian.<0xFB>However, the Forest Guardian has
not been seen in many years.<0xFB>It is said that if you bring an old
friend of the Forest Guardian, it<0xFA>will reveal itself once more.","Nuestra villa está protegida por el
Guardián del Bosque.<0xFB>Pero hace muchos años que no se ve
al Guardián del Bosque.<0xFB>Se dice que si traes a un viejo
amigo del Guardián del Bosque, se<0xFA>revelará una vez más.",214,1,215,pokemon,dialogue,"Notre petite ville est protégée par
le Gardien de la Forêt.<0xFB>Pourtant, le Gardien de la Forêt
n'a pas été vu depuis des années.<0xFB>On dit que si l'on amène un vieil
ami du Gardien de la Forêt, il<0xFA>se montrera de nouveau.",
0x01F592B4,will reveal itself once more.,,29,1,30,pokemon,other,,
0x01F592D2,"Astounding""<0xFB>The Forest Guardian has revealed
itself unto you.<0xFB>It must have sensed an old friend
among the members of your party.<0xFB>And not only that, it appears to
be challenging you to a battle.<0xFB>You have my blessing to battle it
and capture it, if you so please.","Astounding""<0xFB>The Forest Guardian has revealed
itself unto you.<0xFB>It must have sensed an old friend
among the members of your party.<0xFB>And not only that, it appears to
be challenging you to a battle.<0xFB>You have my blessing to battle it
and capture it, if you so please.",261,1,262,pokemon,dialogue,"Stupéfiant...<0xFB>Le Gardien de la Forêt s'est révélé
à toi.<0xFB>Il a dû sentir un vieil ami parmi
les membres de ton équipe.<0xFB>Et en plus, il semble te défier en
combat.<0xFB>Tu as ma bénédiction pour le défier
et le capturer, si tu veux.",
0x01F593D8,"Congratulations on your capture of
the Forest Guardian.<0xFB>Please watch over it and protect
it, as it protected and watched<0xFA>over us.","Congratulations on your capture of
the Forest Guardian.<0xFB>Please watch over it and protect
it, as it protected and watched<0xFA>over us.",129,1,130,pokemon,dialogue,"Félicitations pour ta capture du
Gardien de la Forêt.<0xFB>Veille sur lui et protège-le, comme
il nous a protégés et<0xFA>surveillés.",
0x01F5946C,<0xFC><0x01><0x02><0xFD><0x02> wants to fight you again!,<0xFC><0x01><0x02><0xFD><0x02> wants to fight you again!,31,2,33,pokemon,dialogue,<0xFC><0x01><0x02><0xFD><0x02> veut encore t'affronter !,
0x01F5948C,Splishy Splash,El Famoso,14,2,16,pokemon,location,Ruée vers l'Écume,
0x01F5949B,"They're the most useless Pokémon!
Magikarp! Can you place 30 of them
in your current Box?","<0x52>Magikarp es más inútil!
<0x51>Puedes colocar 30 de ellos en
una sola caja?",89,2,91,pokemon,dialogue,"Ce sont les Pokémon les plus
inutiles ! Magicarpe ! Peux-tu en
placer 30 dans ta Boîte actuelle ?",
0x01F594B8,"mon!
Magikarp! Can you place 30 of them
in your current Box?",,60,2,62,pokemon,dialogue,,
0x01F594F5,"Hey there, Pokémon Trainer.<0xFB>I'm a member of the Hip Waders,
just like you!<0xFB>And boy, do I have an assignment
for you.<0xFB>You know the Pokémon <0xFC><0x01><0x06>Magikarp<0xFC><0x01><0x08>?<0xFB>""<0xFB>What am I even asking you, of
course you do!<0xFB>Who doesn't know of the famed
Pokémon?<0xFB>I want you to place <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> of 'em in
a <0xFC><0x01><0x06>single Box<0xFC><0x01><0x08>.<0xFB>When you've done that, I'll take
'em off your hands for you, and<0xFA>give you something even better in<0xFA>exchange.<0xFB>As an esteemed member of the Hip
Waders, this should be a piece of<0xFA>cake for you!","<0x52>Hola, soy miembro de los
Pescadores!<0xFB>Tengo una tarea para ti.
<0x51>Conoces el Pokémon <0xFC><0x01><0x06>Magikarp<0xFC><0x01><0x08>?<0xFB><0x51>Sí sabes lo que te pido, no?
<0x52>Por supuesto que sí!<0xFB><0x51>Quién no conoce a ese famoso
Pokémon?<0xFB>Quiero que coloques <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> de ellos
en una <0xFC><0x01><0x06>única caja<0xFC><0x01><0x08>.<0xFB>Cuando hayas hecho eso, te los
quitaré y te daré una buena<0xFA>recompensa.<0xFB>Como miembro de los Pescadores,
<0x52>esto debería ser pan comido para<0xFA>ti!",488,3,491,pokemon,dialogue,"Salut, Dresseur de Pokémon.<0xFB>Je suis membre des Cuissardes,
comme toi !<0xFB>Et j'ai un travail
pour toi.<0xFB>Tu connais le Pokémon
{COLOR}ÉMagicarpe{COLOR}Ë ?<0xFB>...<0xFB>Pourquoi je demande, bien sûr que tu
sais !<0xFB>Qui ne connaît pas ce Pokémon
célèbre ?<0xFB>Je veux que tu en places
{COLOR}É{STR_VAR_1}{COLOR}Ë dans une {COLOR}Éseule Boîte{COLOR}Ë.<0xFB>Quand tu auras fait ça, je les
reprendrai pour toi, et je te<0xFA>donnerai quelque chose de mieux en<0xFA>échange.<0xFB>En tant que membre estimé des
Cuissardes, ce devrait être facile<0xFA>pour toi !",
0x01F596D0,cake for you!,,13,3,16,pokemon,dialogue,,
0x01F596DE,"Boy oh boy, Pokémon Trainer!<0xFB>I can't believe you actually
did it!<0xFB>You actually got <0xFD><0x02> Magikarp in
one Box!<0xFB>I mean, a task like that takes
serious dedication.<0xFB>But after all, you are a member of
the Hip Waders.<0xFB>So let me take them off your hands
for you.<0xFB>And for an esteemed member such as
yourself, I want you to have this.","<0x52>Vaya, vaya!<0xFB><0x52>No puedo creer que realmente lo
hayas hecho!<0xFB><0x52>De hecho tienes <0xFD><0x02> Magikarp en
una sola caja!<0xFB>Quiero decir, una tarea como esa
requiere mucha dedicación.<0xFB>Pero después de todo, perteneces a
los mejores Pescadores.<0xFB>Y para alguien como tú, quiero darte
esta recompensa por tu gran trabajo.",322,2,324,pokemon,dialogue,"Oh là là, Dresseur de Pokémon !<0xFB>Je n'arrive pas à croire que tu l'as
fait !<0xFB>Tu as vraiment mis <0xFD><0x02>
Magicarpe dans une Boîte !<0xFB>Je veux dire, une tâche comme ça
demande une sacrée dévotion.<0xFB>Mais après tout, tu es membre des
Cuissardes.<0xFB>Alors laisse-moi les prendre pour
toi.<0xFB>Et pour un membre aussi distingué,
je veux que tu prennes ceci.",
0x01F597DB,"And for an esteemed member such as
yourself, I want you to have this.",,69,2,71,pokemon,dialogue,,
0x01F59821,"Hey there, Pokémon Trainer.<0xFB>I'm a member of the Hip Waders!<0xFB>If you want to join our club, talk
to the club's president back in<0xFA>Seaport City.<0xFB>You know, that port city in
West Borrius?","Hey there, Pokémon Trainer.<0xFB>I'm a member of the Hip Waders!<0xFB>If you want to join our club, talk
to the club's president back in<0xFA>Seaport City.<0xFB>You know, that port city in
West Borrius?",182,2,184,pokemon,dialogue,"Salut, Dresseur de Pokémon.<0xFB>Je suis membre des Cuissardes !<0xFB>Si tu veux rejoindre notre club,
parle au président du club à<0xFA>Ville Portuaire.<0xFB>Tu sais, cette ville portuaire de
Borrius Ouest ?",
