# combined_it.txt — Italian translations for Pokémon Unbound (EN→IT)
#
# Same format as combined_fr.txt:  <offset_hex>: <text_IT>
#   \n  -> line break        \l -> <0xFA> (scroll)      \p -> <0xFB> (clear)
# Lines starting with '#' and blank lines are ignored.
# Offsets absent from this file keep their English text.
# Last entry wins for a duplicated offset (case-insensitive).
#
# Updated from d82a9dba-d0fc-4a43-b39a-6d0e0290e64e-Italian Translations (3).json
#
0x1660052: Ognuno di loro porta una maschera\nche era il suo volto quando era\lumano.
0x1663ae6: Si rilassa in luoghi stretti e bui\ned è noto che usi la tasca o la\lborsa del suo Allenatore come nido.
0x1664647: Adora la luce del sole. Quando\nprende regolarmente il sole, cresce\lcon una colorazione vivace.
0x1664709: Sparge spore che tremolano e\nbrillano. Chiunque veda queste luci\lcade in un sonno profondo.
0x166a997: Bulbasaur
0x7f6452: C'è un portale dove si trovava\nGiratina. Vuoi lanciarti nel\lportale?
0x7f6497: <0xFD><0x01> si è lanciato nel portale.
0x7f691e: <0xFC><0x01><0x06>Giygogagohgwooh!
0x7f6932: Jax: <0xFC><0x01><0x08>Sembra che Giratina ci abbia\ncapito!
0x7f6960: <0xFC><0x01><0x08>Torniamo a casa. Il portale dove si\ntrovava Giratina dovrebbe\lriportarci nel nostro mondo.\n\nGiratina era descritto nelle\nleggende come se fosse dall'altra\lparte del nostro mondo. Ha senso\n\nche abbia un legame con l'altro\nlato.
0x7f6aca: Jax: <0xFC><0x01><0x08>\.Questo posto?!
0x7f6ae0: <0xFC><0x01><0x08>È Rift Cave\. Si dice che abbia in\nqualche modo un collegamento con\ll'aldilà\. E si dice che Giratina\n\nvivesse in un mondo opposto al\nnostro\.
0x7f6b6d: <0xFC><0x01><0x08>Immagino che significhi che siamo\ntornati nel nostro mondo. Non posso\lringraziarti abbastanza per avermi\n\naiutato a fuggire da quel posto. Ma\nadesso dobbiamo concentrarci. È ora\ldi trovare The Shadows e porre fine\n\nal loro piano malvagio! \. Cosa? The\nShadows sono già stati sconfitti?\lMa allora c'è una nuova minaccia\n\nnascosta a Vivill Town? Non c'è\ntempo da perdere allora! Verso\lVivill Town!
0x7f6e4c: C'è qualcosa di invisibile che\nblocca il passaggio.
0x7f6e6f: ???: <0xFC><0x01><0x08>Spostati, ragazzo! Stai\nbloccando la strada!
0x7f6e9c: <0xFC><0x01><0x08>Eh? C'è qualcosa che blocca il\npassaggio? Spero proprio che non\lsia di nuovo quel Pokémon\.
0x7f6ee7: <0xFC><0x01><0x08>Prendi questo. Dovrebbe eliminare\nqualunque cosa blocchi la strada.
0x7f6f28: <0xFC><0x01><0x08>Prova a parlare con l'ostacolo\nadesso.
0x7f6f4c: Qualcosa di invisibile ostruisce il\npassaggio. Vuoi usare il Visore\lDevon?
0x7f6f8c: <0xFD><0x01> ha usato il Devon Scope.\nUn Pokémon invisibile è diventato\lcompletamente visibile!
0x7f6fd5: Il Pokémon spaventato ha attaccato!
0x7f6ff4: Il <0xFD><0x02> è scappato via.
0x7f7004: ???: <0xFC><0x01><0x08>Tsk. Mi piace come combatti,\nragazzino. Hai del potenziale.\lDovresti sfidare la Palestra di\n\nAntisis con i tuoi Pokémon. Ho\nsentito che ultimamente il\lCapopalestra lì si annoia\n\nparecchio.
0x7f7198: Sono venuto qui nella speranza di\nriportare nuova vita in questa\lzona.
0x7f7251: Sapevi che esiste un Pokémon\nuccello capace di imitare la voce?
0x7f732f: È possibile diventare più forti\ncomprendendo i Pokémon?
0x7f73f4: Non riesco proprio a decidere quale\nPokémon viziare.
0x7f7493: È un bel posto per accamparsi. Non\nè troppo lontano dalla città.
0x7f759b: Ascolta, tu! Qualunque cosa accada,\nnon perdere mai di vista il tuo\lsogno!
0x7f7670: Se non sai come fare, sono disposto\na insegnarti a nuotare.
0x7f7741: Non fraintendermi, non è che non mi\npiacciano i tipi da montagna. Però,\lsai, il mio tipo preferito di\n\nragazzo sta benissimo con i\nPokémon!
0x7f7880: Ah, giusto\. Stavo pescando, vero?
0x7f791e: Mi diverto a infastidire la gente\ncon i miei Pokémon puzzolenti. Sono\lfantastici per spaventare le\n\npersone. E mordono anche.
0x7f79d5: Lascia perdere! Non ho bisogno dei\ntuoi soldi!
0x7f79f9: Percorso 16 <0x79> Gurun Town <0x7A> Antisis\nCity
0x7f7bef: Looker: <0xFC><0x01><0x08>\.ma ora l'intera base è\nstata in gran parte abbandonata\.
0x7f7c2d: <0xFC><0x01><0x08><0xFD><0x01>! Sono felice che tu possa\nunirti a noi. Ci sono molte cose di\lcui dobbiamo discutere.
0x7f7c71: <0xFC><0x01><0x08>Stavo solo aggiornando Jax su tutto\nciò che è accaduto da quando sei\lscomparso da Dehara City.
0x7f7cd9: Jax: <0xFC><0x01><0x08>Looker mi ha messo al corrente\ndi un sacco di cose. È successo un\lsacco di roba da quando sono stato\n\nmandato nel Mondo Distorto\. Potrei\nesserci stato solo per poche ore\lquando sei arrivato tu, ma nel\n\nmondo reale è passato molto più\ntempo mentre ero lì.
0x7f7dcc: Looker: <0xFC><0x01><0x08>Hai perso parecchio anche\ntu, <0xFD><0x01>. Come da programma,\lstavo aspettando fuori dal\n\nmagazzino te e <0xFD><0x06>, quando\nalcune figure incappucciate sono\luscite dal magazzino con un grande\n\nPokémon viola. Ero pronto ad\narrestarli, quando all'improvviso,\lil loro capo ha urlato qualcosa al\n\nPokémon dietro di loro. Il momento\ndopo, erano svaniti senza lasciare\ltraccia. Ho subito perquisito il\n\nmagazzino alla ricerca di eventuali\nritardatari, ma ma sono riuscito a\ltrovare solo una recluta che era\n\nrimasta indietro. Mi ha informato\nche tutto ciò che sapeva, era che\lla Luce della Rovina è diretta da\n\nqualche parte in <0xFC><0x01><0x06>Est di Borrius<0xFC><0x01><0x08>.
0x7f8011: Jax: <0xFC><0x01><0x08><0xFC><0x01><0x06>Borrius Est<0xFC><0x01><0x08>? Cosa ci starebbe\na fare la Luce della Rovina?
0x7f805a: Looker: <0xFC><0x01><0x08>Non ne sono sicuro, Jax.\nEra tutto ciò che sapeva quella\lrecluta, e tutti i dati erano stati\n\ncancellati dal loro sistema\ninformatico.
0x7f80cb: Jax: <0xFC><0x01><0x08>Beh, non risolveremo niente\nrestando fermi qui. Dobbiamo salire\lsu una barca per <0xFC><0x01><0x06>Borrius Est <0xFC><0x01><0x08>da\n\n<0xFC><0x01><0x06>Seaport City<0xFC><0x01><0x08>!
0x7f8154: Looker: <0xFC><0x01><0x08>D'accordo. Procurerò i\nbiglietti. Voi due dovreste\lraggiungermi lì.
0x7f819f: Jax: <0xFC><0x01><0x08>Hai capito, <0xFD><0x01>? Andremo\na <0xFC><0x01><0x06>Seaport City!
0x7f81d9: Looker: <0xFC><0x01><0x08>Mi scusi. Devo andare\nanch'io adesso.
0x7f820c: <0xFD><0x06>: <0xFC><0x01><0x08>Lo finirò io!
0x7f8229: <0xFD><0x06>: <0xFC><0x01><0x08>Sono spariti\. Tutti\nquanti!
0x7f8248: <0xFC><0x01><0x08><0xFD><0x01>! Dov'è la Luce della\nRovina? \. <0xFC><0x01><0x06>East Borrius<0xFC><0x01><0x08>? Allora devo\lsbrigarmi ad andare a <0xFC><0x01><0x06>Seaport City\n\n<0xFC><0x01><0x08>prima che parta la prossima nave!
0x7f885a: Ecco un servizio del telegiornale:\nla banda Terror Granbull, il gruppo\lresponsabile di aver terrorizzato i\n\ncittadini di Antisis City, è\nscomparsa! Sarà l'inizio di una\lnuova era di pace e prosperità per\n\nla città, ora che tutta la\ncriminalità è stata eliminata? Si\linvitano i cittadini a uscire di\n\ncasa e riportare Antisis City al\nsuo antico splendore. Rendiamo\lAntisis grande di nuovo!
0x7f89b6: Quei bifolchi pensano che Antisis\nCity sia al sicuro ora che i Terror\lGranbull se ne sono andati! Ah ah!\n\nNon potrebbero sbagliarsi di più!
0x7f8a44: Il mio ragazzo è così forte e\ntosto! Qui in città non c'è nessuno\lcome lui! Beh, a parte Big Mo,\n\nnaturalmente.
0x7f8b25: Vuoi dimostrare di essere tosto?\nEh, ragazzo? Ti conviene sfidare\lBig Mo. È il tipo più grosso e\n\ntosto di tutta Antisis City.
0x7f8ba7: Vuoi dimostrare di essere tosta?\nEh, ragazza? Allora vorrai sfidare\lBig Mo. È il tipo più grosso e più\n\ntosto di tutta Antisis City.
0x7f8c2b: Hmm\. Devi essere piuttosto tosto se\nhai sconfitto Big Mo. Non è stato\lfacile. Sai che c'è? Prendi queste\n\ncome congratulazioni da parte mia.
0x7f8ca4: Usa quelle Poké Ball per catturare\nancora più Pokémon tosti.
0x7f8cd6: Non ti servono.
0x7f8cea: Weeeeeeeeeewhoooooooo!
0x7f8e1b: Sì\.Credo che i tuoi Pokémon siano\nguariti. Non sono infermiera,\lquindi non garantisco.
0x7f8e80: Spero davvero di rivedere te e i\ntuoi soldi.
0x7f8eae: Benvenuto al Quartier Generale\ndella Polizia di Antisis City! \. In\lrealtà, ora è solo casa mia. Le\n\nbande da queste parti sono\ndiventate troppo turbolente per\lnoi, ultimamente.
0x7f8f39: È bello che qualcuno della tua età\nstia perseguendo la sana carriera\ldi Allenatore di Pokémon. È molto\n\nmeglio che far parte di una gang.\nFidati, lo so. Vedo quello che\lsuccede qui intorno.
0x7f9015: È un peccato che qualcuno della tua\netà faccia parte di una banda.\lDavvero un peccato. Avresti potuto\n\navere un grande potenziale, ma\normai non ne hai più nessuno.
0x7f90ba: È bello che in una città come\nquesta, un emarginato come me possa\lintegrarsi. Ormai nessuno mi\n\ngiudica più per nulla di ciò che\nfaccio.
0x7f912c: Una volta facevo parte dei Terror\nGranbull, la gang che comandava\lquesta città. Ma i Black Ferrothorn\n\nci hanno colti di sorpresa e hanno\nattaccato la nostra base attraverso\lle fogne. Adesso sono tornato a\n\nessere nessuno, a vivere con mia\nmadre. Non lasciare che succeda\lanche a te, ragazzino! Resta a\n\nscuola!
0x7f924c: Mio figlio è proprio un buono a\nnulla. Quando troverà mai un vero\llavoro e lascerà casa?
0x7f92af: Antisis City è la città più colpita\ndalla criminalità in Borrius. Ma a\lcausa della sua esistenza, la\n\nmaggior parte dei farabutti della\nregione si riversa qui, facendo\ldiminuire i tassi di criminalità\n\novunque altrove.
0x7f9425: Non tornare più.
0x7f95a4: Ehi, <0xFD><0x01>, amico, come va?\nSenti, amico, l'altro giorno ho\laccidentalmente tirato giù per il\n\nwater il mio paio di calzini\npreferiti.
0x7f9624: Ehi, <0xFD><0x01>, amico, come va?\nSenti, ragazza, l'altro giorno ho\laccidentalmente tirato lo\n\nsciacquone e fatto finire nel water\nil mio paio di calzini preferito.
0x7f96a5: Sono sceso nelle fogne per andare a\ncercarli, ma proprio non sono\lriuscito a trovarli per quanto mi\n\nsforzassi. Ora so che ti starai\nchiedendo perché i miei calzini\lfossero addirittura nel gabinetto\n\nfin dall'inizio. Ma questa è\nun'altra storia, per un'altra\lvolta. Quindi pensavo che magari\n\npotresti provare a cercarli tu per\nme?
0x7f97ca: Grazie, amico. Sapevo di poter\ncontare su di te.
0x7f97f4: Grazie, ragazza. Sapevo di poter\ncontare su di te.
0x7f981f: Vai semplicemente nelle fogne e\ncerca i miei calzini. L'ingresso\lprincipale è vicino alla SES\n\nExpressway.
0x7f987d: Non ti do la colpa, <0xFD><0x01>.\nNessun rancore. Dovrò solo vivere\lsenza il mio paio di calzini\n\npreferito d'ora in poi. Sniff .
0x7f98f6: Li hai trovati! Ma accidenti, che\npuzza!
0x7f991f: <0xFC><0x01><0x02><0xFD><0x01> ha consegnato i calzini\nsporchi allo scagnozzo Nero\l<0xFD><0x01>.
0x7f9957: Eh\. sì, dovrei probabilmente darti\nqualcosa per il disturbo.
0x7f999a: Ho pulito via quella melma dai miei\ncalzini, ma non so a cosa serva.\lSono sicuro che tu ne possa fare un\n\nuso migliore di me.
0x7f9a0d: Mi sono infilato i calzini subito,\nsenza nemmeno lavarli! Tanto sono\lcontento di riaverli.
0x7f9a69: Se lo vuoi, ti serve più spazio\nnella Borsa.
0x7f9a9a: Questa base apparteneva una volta\nalla vecchia banda che gestiva\lAntisis City. Dopo che il\n\nFerrothorn Nero li ha cacciati,\nhanno lasciato questa base\labbandonata. L'abbiamo sistemata\n\nquando siamo arrivati, e abbiamo\npersino sostituito il buco per la\lfogna con delle scale!
0x7f9b92: Stiamo discutendo la nostra\nstrategia per abbattere il\lFerrothorn Nero.
0x7f9c4a: James: <0xFC><0x01><0x08><0xFD><0x01>! Ce l'hai fatta!\nBenvenuto al Black <0xFD><0x01> HQ!
0x7f9c81: <0xFC><0x01><0x08>Potrebbe non sembrare granché\nadesso, ma una volta eliminato il\lBlack Ferrothorn, lo sistemeremo.\n\nSei più che benvenuto a restare e\naiutarci a occuparcene. Stiamo\lancora discutendo la nostra\n\nstrategia, quindi nel frattempo\ndovresti vedere se qualcuno dei\ltuoi compagni Black <0xFD><0x01> ha\n\nbisogno di una mano.
0x7f9dea: James: <0xFC><0x01><0x08>Siete arrivati giusto in\ntempo, <0xFD><0x01>. Abbiamo capito\lcome abbattere quelle Ferrotorri\n\nnere. Faremo una mossa audace e\nattaccheremo dalle fogne. Gwa ha ha\lha! Quelle arroganti pagnotte di\n\ncarne non capiranno nemmeno da cosa\nsono state colpite!
0x7f9ece: <0xFC><0x01><0x08>Scagnozzi! Salite in sella alle\nbici! Andiamo nelle fogne!
0x7f9f05: James: <0xFC><0x01><0x08>Aiuta i tuoi compagni Black\n<0xFD><0x01> mentre pianifichiamo il\lnostro attacco.
0x7f9f48: Un giorno farò un sacco di soldi e\ncomprerò un vero divano.
0x7fa4c8: Ehi! <0xFD><0x01>! Questa tizia in\ncittà mi sta proprio facendo\larrabbiare, ultimamente. Aiutami a\n\nfregare il suo prezioso Pokémon!\nDeve soffrire!
0x7fa546: Va bene! Prima di andare, dovresti\nmetterti una maschera o qualcosa\ldel genere così nessuno ti\n\nriconoscerà. Non voglio che finisci\ncome me perché qualcuno ti ha visto\lcommettere un reato grave quando\n\neri giovane.
0x7fa608: <0xFC><0x01><0x02>Mettere la divisa di Marlon?
0x7fa63f: Va bene! Lo farò io, allora!
0x7fa65e: Come ti stai trovando con quel\nnuovo Pokémon, <0xFD><0x01>?
0x7fa68e: Ehi, <0xFD><0x01>. Ho provato a mandare\nfuori il Pokémon per vedere che\lcosa fosse, ma quando l'ho fatto si\n\nè semplicemente rifiutato di\nobbedirmi. Pensavo che il motivo\lfosse che abbiamo rubato il\n\nPokémon. Quindi ecco cosa faremo.\nIo libererò il Pokémon dalla sua\lPoké Ball, e tu combatterai e lo\n\ncatturerai da solo. Sei pronto?
0x7fa7bf: Prendi queste Ultra Ball per\naiutarti a catturarlo.
0x7fa7ec: Sbrigati e preparati. Penso che sia\nun tipo Veleno di livello 35, o\lqualcosa del genere.
0x7fa834: Lascia perdere, sembra che non ti\nservano.
0x7fa877: D'accordo! L'hai preso! Così impara\nquella signora! Il suo Pokémon è\lora nelle mani di un Allenatore di\n\nprim'ordine!
0x7fa8dd: Perché lo hai messo KO? Ora\ndobbiamo guarirlo, e tu devi\laffrontarlo di nuovo!
0x7fa940: Il Grimer è completamente guarito.\nSei pronto a combatterlo di nuovo?
0x7faf90: Hai già risolto il puzzle.
0x7fb0fb: Ehi, <0xFD><0x01>, ti va di darmi una\nmano con un piccolo problema che ho\lcon quei Black Ferrothorns?
0x7fb156: Ecco come stanno le cose. Qualche\ntempo fa ho combattuto contro\lquesti scagnozzi dei Black\n\nFerrothorn, ma mi hanno devastato\ncompletamente. Uno degli scagnozzi\lha usato anche il Pokémon del suo\n\ncompagno per affrontarmi, quindi\nnon ho avuto alcuna possibilità.\lVorrei davvero metterli al loro\n\nposto, ma non sono abbastanza\nforte. Pensi di poterli sconfiggere\lentrambi per me?
0x7fb28a: Hai fegato, <0xFD><0x01>. Ti ci porterò\nadesso.
0x7fb2b6: Tsk. Pensavo avessi fegato,\nragazzino.
0x7fb2d9: Ti serviranno almeno due Pokémon se\nti assalgono in squadra.
0x7fb318: Sei pronto a riprovarci, <0xFD><0x01>?\nQuei teppisti devono essere rimessi\lal loro posto.
0x7fb369: Hai proprio dato una lezione a quei\nteppisti del Black Ferrothorn,\l<0xFD><0x01>. Sei davvero l'Allenatore\n\npiù coraggioso che conosca.
0x7fb3c9: L'oggetto che ti ho appena dato è\nindispensabile per qualsiasi\lallenatore coraggioso. Ogni volta\n\nche il tuo avversario tocca i tuoi\nPokémon, si farà male anche lui.
0x7fb449: Quegli scagnozzi non mi daranno più\nfastidio. Grazie <0xFD><0x01>.
0x7fb47f: Volevo darti uno strumento, ma non\nhai spazio.
0x7fb6f3: Scagnozzo: <0xFC><0x01><0x08>Ehi, voi idioti di Black\nFerrothorn! Sono qui per la\lrivincita!
0x7fb735: Rory: <0xFC><0x01><0x08>Hai sentito, Chad? Questo\ndebole idiota pensa di poterci\lbattere!
0x7fb779: Scagnozzo: <0xFC><0x01><0x08>Oh, non ho intenzione di\ncombattere. Il mio amico, <0xFD><0x01>,\lqui, vi distruggerà lui per me!
0x7fb7e0: Rory: <0xFC><0x01><0x08>Davvero così? Beh, allora non\nci resta che schiacciarlo a terra!
0x7fb835: Rory: <0xFC><0x01><0x08>Davvero così? Beh, allora non\nci resta che schiacciarla a terra!
0x7fb88a: <0xFC><0x01><0x08>Chad! Dammi i tuoi Pokémon! Li\nabbatterò con la nostra forza\lcombinata!
0x7fb8db: Chad: <0xFC><0x01><0x08>Vai a fare questa cosa,\namico! Spaccagli il culo e buttali\lnella fogna come quello dell'altro\n\ntizio!
0x7fb93c: Rory: <0xFC><0x01><0x08>Faresti meglio a sperare di\nessere pronto per la mia doppia\lfuria!
0x7fb9d2: Rory: <0xFC><0x01><0x08>Che\. non dovreste essere in\ngrado di sconfiggere il Black\lFerrothorn! Le nostre pelli sono\n\nspesse come il ferro! Com'è\npossibile!
0x7fba42: Sgherro: <0xFC><0x01><0x08>Ora vedi la vera durezza\ndel Black <0xFD><0x01>! Le vostre pelli\lnon sono spesse, sono morbide come\n\nquelle di uno Smoochum! Ahahaha!
0x7fbabb: <0xFC><0x01><0x08>Sei un Allenatore con un bel\ncoraggio, <0xFD><0x01>! Non conosco\lnessun altro che avrebbe avuto il\n\ncoraggio di affrontare insieme i\nPokémon di due Allenatori! Sai che\lc'è\. torna alla base e ti darò\n\nqualcosina per il tuo aiuto.
0x7fbb84: Rory: <0xFC><0x01><0x08>Cosa\. pensavi davvero di\npoterci battere? I Black\lFerrothorn?
0x7fbbd2: Scagnozzo: <0xFC><0x01><0x08>Pensavo che li avresti\nbattuti <0xFD><0x01>\. Adesso hai\lumiliato il Black <0xFD><0x01>\. Faresti\n\nmeglio a diventare più forte così\nla prossima volta li puoi battere.
0x7fbc63: Rory: <0xFC><0x01><0x08>Davvero? Beh, allora è ora di\nessere di nuovo pestato a sangue!
0x7fbe82: Da quando abbiamo costruito questa\nfogna, sono comparsi Pokémon di\logni tipo.
0x7fbeeb: Non è divertente come gridare in\nuna fogna faccia riecheggiare la\ltua voce?
0x7fbfc1: Anche odori che potrebbero sembrare\nterribili agli umani potrebbero\lessere profumo per i Pokémon.
0x7fc046: Che teorema catastrofico!
0x7fc0c0: Adoro pulire, quindi è come se non\nlavorassi mai un solo giorno della\lmia vita!
0x7fc163: Puoi strisciare attraverso un tubo\nper andare nelle fogne sotto la\lmetà meridionale di Antisis City.
0x7fc3b4: Si accumulano molte tossine nel\nsistema fognario. Penso di poterle\lusare per creare medicine! Quindi\n\nsto conducendo un esperimento! Se\nfunziona, potrei riuscire a usare\lil veleno dei Pokémon di tipo\n\nVeleno per creare medicinali\ndiversi. Che emozione! Bene, bene\.\lIl risultato dell'esperimento di\n\noggi è stato\.
0x7fc4cd: Wow! L'esperimento di oggi è andato\nalla grande! Tieni! Accetta il\l<0xFD><0x02> che ho creato!
0x7fc51e: Non c'è più spazio nella Borsa per\nun <0xFD><0x02>!
0x7fc549: Continuerò a fare esperimenti ogni\ngiorno! È importante non smettere\ldi provare. Torna a vedere come va!
0x7fc819: James: <0xFC><0x01><0x08>Allora, brutti ceffi! È il\nmomento di giocare!
0x7fc845: James: <0xFC><0x01><0x08>La bomba è pronta a\nesplodere! Tappatevi le dannate\lorecchie, a meno che non vogliate\n\nperderle!
0x7fc89b: James: <0xFC><0x01><0x08>Andiamo! Saltate su\nattraverso il buco!
0x7fca8c: ???: <0xFC><0x01><0x08>Chi credete di essere, idioti,\na entrare in casa mia e ad\lattaccare i miei scagnozzi? Siamo i\n\nBlack Ferrothorn! E io sono Barbs,\nil capo! Davvero volete continuare\la darci fastidio? Vi distruggeremo\n\nin un attimo!
0x7fcb63: James: <0xFC><0x01><0x08>Siamo i Black <0xFD><0x01>! E\nfaremo fuori i Black Ferrothorns\lcosì potremo governare questa città\n\nal posto vostro! Gwa ha ha ha ha!
0x7fcbe9: <0xFC><0x01><0x08>Il Nero <0xFD><0x01>? Voi dovete essere\nquella banda di basso livello di\lcui ho sentito parlare\. Qualcuno\n\ndovrebbe mettervi al vostro posto!\nE quel qualcuno dovrei essere io!\lChi è questo <0xFD><0x01> di cui\n\ncontinuate a parlare? Lo farò fuori\ne vi insegnerò una lezione che non\ldimenticherete!
0x7fccf4: James: <0xFC><0x01><0x08>Questo tipo, proprio qui!
0x7fcd16: <0xFC><0x01><0x08>Ma non sei neanche lontanamente\nabbastanza forte per mettere KO\l<0xFD><0x01>! Sarai schiacciato nel\n\nprovarci!
0x7fcd63: Barbs: <0xFC><0x01><0x08>Chaw ha ha ha! Pensi davvero\nche un ragazzino possa battermi?\lBarbs? Io comando il Black\n\nFerrothorn! Io sono il Black\nFerrothorn!
0x7fcde1: Barbs: <0xFC><0x01><0x08>Vediamo chi è il vero\npivello più tosto di Antisis City!
0x7fce4d: Barbs: <0xFC><0x01><0x08>Hai dato del buon filo da\ntorcere, <0xFD><0x01>. Sarei orgoglioso\lse fossi uno di noi, i Black\n\nFerrothorn. Peccato che tu sia\nleale a quegli idioti. A proposito\ldi quegli idioti, sembra che i miei\n\nuomini li abbiano totalmente\ndistrutti!
0x7fcf19: James: <0xFC><0x01><0x08>No, la mia gang, il lavoro\ndi una vita!
0x7fcf40: <0xFC><0x01><0x08>Beh, <0xFD><0x01>, sembra proprio che\nsia finita. Hai combattuto bene,\lragazzo. Ci hai reso orgogliosi\n\nfino alla fine. Ma è ora che il\nBlack <0xFD><0x01> vada avanti. Ci\lhanno cacciati dalla città, quindi\n\ntorniamo a non avere più un posto\ndove stare, di nuovo. Viviamo in\lfuga finché non troveremo una nuova\n\ncasa.
0x7fd049: <0xFC><0x01><0x08>Forse ci rincontreremo da qualche\nparte lungo la strada, ragazzino.\lAttendo con ansia quel giorno.
0x7fd0a5: Barbs: <0xFC><0x01><0x08>Senti, ragazzino, ti\nrispetto, davvero, davvero. Ma è\lora che tu te ne vada di casa\n\nnostra e non ci faccia mai più\nritorno\. Faccio sul serio. FUORI!
0x7fd164: Questa è la Palestra di Antisis!\nPensi di avere quello che serve per\lsopravvivere nel ring?
0x7fd1b3: Pochi sfidanti sopravvivono al ring\ncome hai fatto tu. Sei proprio un\ltipo speciale, ragazzo.
0x7fd4ac: Entra
0x7fd4b2: Regole
0x7fd4b8: Lascia
0x7fd4be: Resta qui.
0x7fd4c9: Ti butterò fuori dal ring prima\nancora che tu possa iniziare!
0x7fd50f: Sono venuto a mettere alla prova la\ntua forza sul ring. Hiyah!
0x7fd545: Batti me e la strada per Big Mo\nsarà tutta in discesa! Peccato che\lnon lascerò che accada!
0x7fd5ee: Hai superato l'anello. Bel lavoro.\nPassa da quella porta, adesso, se\lvuoi vedere Big Mo.
0x7fd645: Le regole sono semplici. Scegli un\nPokémon con cui affrontare tre\lallenatori di fila. Ogni allenatore\n\nusa anche un solo Pokémon. Ma\nniente tipi <0xFC><0x01><0x06>Volante<0xFC><0x01><0x08>, <0xFC><0x01><0x06>Psico<0xFC><0x01><0x08> o\l<0xFC><0x01><0x06>Folletto<0xFC><0x01><0x08>! Puoi usare quei tipi se\n\narrivi da Big Mo, ma qui, sul ring,\nnon ci piacciono.
0x7fd75b: Hai troppi Pokémon! Puoi usarne\nsolo uno! Vai a liberarti di alcuni\lPokémon se vuoi accettare la sfida!
0x7fd7ca: Nessun Pokémon di tipo <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> è\nammesso nel ring! Vai a cambiare\lPokémon se vuoi combattere!
0x7fd829: Non solo hai superato il ring, ma\nhai anche abbattuto Big Mo! Non mi\limpressiono facilmente, ma hai\n\nfatto un bel lavoro, ragazzo.
0x7fda18: Guarda chi ha finalmente deciso di\nfarmi passare la noia! Ragazzino di\lPercorso 16! \. Come sarebbe a dire?\n\nTi chiami <0xFD><0x01>? Allora lascia\nche mi presenti come si deve\lanch'io! Gente da queste parti mi\n\nchiama Big Mo! Sono la forza che\ntiene sotto controllo la mala di\lAntisis!
0x7fdc3d: Accidenti, ragazzo\. Che lotta\. Prendi\nla Medaglia Lotta come prova della\ltua vittoria alla Palestra di\n\nAntisis!
0x7fdc9b: <0xFD><0x01> ha ricevuto la Medaglia\nBrawl da Big Mo!
0x7fdcc4: Con la Medaglia Rissa, tutti i\nPokémon fino al Lv. 70\lriconosceranno la tua forza e ti\n\nobbediranno! Ora puoi anche scalare\nle pareti rocciose con la mossa,\lScalaroccia! Dimmi che non è utile!\n\nPrendi anche questa MT!
0x7fdd8c: <0xFD><0x01> ha ricevuto MT60 da Big\nMo!
0x7fddaa: TM60 contiene Assorbipugno!\nInfligge danni e risucchia la\lsalute del nemico allo stesso\n\ntempo!
0x7fde03: Se vuoi la mia MT, dovrai fare un\npo' di spazio nella borsa!
0x7fde41: Se torni mai ad Antisis City,\n<0xFD><0x01>, sappi solo che ti tengo\ld'occhio! Ah ah ah ah! Tengo\n\nd'occhio tutti quelli qui dentro! È\nil mio lavoro!
0x7fdee5: Pensi davvero di poter battere Big\nMo? Eh?
0x7fdf17: Sei il nuovo spaccone più tosto di\nCittà di Antisis!
0x7fdf61: Capopalestra di Antisis: Big Mo\nAllenatori vincitori: <0xFD><0x06>
0x7fdf99: Palestra Pokémon di Antisis: Big Mo\nAllenatori vincenti: <0xFD><0x06>,\l<0xFD><0x01>
0x800fc0: Cubo
0x821093: <0xFD><0x02> ha usato Giornodisole!\nFuori è diventato soleggiato.
0x8210bf: Non si può rendere soleggiato qui\ndentro\.
0x8254bf: La parete è molto rocciosa\. Vuoi\nusare <0xFD><0x03>?
0x8254f1: <0xFD><0x02> ha usato <0xFD><0x03>!
0x8254fd: La parete è molto rocciosa\. La mossa\ndi un Pokémon riuscirà a scalarla?
0x825535: Scalaroccia non può essere usata\nqui!
0x834acc: POKéMON
0x87622c: Master Ball
0x876258: Ultra Ball
0x876284: Super Ball
0x8762b0: Poké Ball
0x8762dc: Safari Ball
0x876308: Rete Ball
0x876334: Sub Ball
0x876360: Nidoball
0x87638c: Ripetiball
0x8763b8: Timer Ball
0x8763e4: Lusso Ball
0x876410: Premier Ball
0x87643c: Pozione
0x876468: Antidoto
0x876494: Antiscottatura
0x8764c0: Antigelo
0x8764ec: Sveglia
0x876518: Cura Paralisi
0x876544: Ristoro Totale
0x876570: Max Pozione
0x87659c: Iperpozione
0x8765c8: Superpozione
0x8765f4: Cura Totale
0x876620: Revitalizzante
0x87664c: Max Revitalizzante
0x876678: Acqua Fresca
0x8766a4: Bibita Gassata
0x8766d0: Limonata
0x8766fc: Latte Mumu
0x876728: Polvenergia
0x876754: Radice Energia
0x876780: Polvere Cura
0x8767ac: Erba Rinascita
0x8767d8: Etere
0x876804: Max Etere
0x876830: Elisir
0x87685c: Max Elisir
0x876888: Biscotto Lava
0x8768b4: Flauto Blu
0x8768e0: Flauto Giallo
0x87690c: Flauto Rosso
0x876938: Flauto Nero
0x876964: Flauto Bianco
0x876990: Succo di Bacca
